brand,market,fx_year,concatenate,cbht_report_source,brand_league,source_of_truth,notes,status,added_by,added_at
Tuborg,China,2025,Tuborg_China_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In China FY24 study,,,
Tuborg,Denmark,2024,Tuborg_Denmark_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Denmark,2025,Tuborg_Denmark_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Estonia,2024,Tuborg_Estonia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Estonia,2025,Tuborg_Estonia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Tuborg,Greece,2024,Tuborg_Greece_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Mixers study,,,
Tuborg,Greece,2025,Tuborg_Greece_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,Hungary,2024,Tuborg_Hungary_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,Hungary,2025,Tuborg_Hungary_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,India,2024,Tuborg_India_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,India,2025,Tuborg_India_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Italy,2024,Tuborg_Italy_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Italy,2025,Tuborg_Italy_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Latvia,2024,Tuborg_Latvia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Latvia,2025,Tuborg_Latvia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,Lithuania,2024,Tuborg_Lithuania_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Lithuania,2025,Tuborg_Lithuania_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Montenegro,2024,Tuborg_Montenegro_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,Montenegro,2025,Tuborg_Montenegro_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,Norway,2024,Tuborg_Norway_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Norway,2025,Tuborg_Norway_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Serbia,2024,Tuborg_Serbia_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Serbia,2025,Tuborg_Serbia_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Ukraine,2024,Tuborg_Ukraine_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Ukraine,2025,Tuborg_Ukraine_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Beer Study,,,
Tuborg,Vietnam,2024,Tuborg_Vietnam_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Vietnam,2025,Tuborg_Vietnam_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Tuborg Squash,Denmark,2025,Tuborg Squash_Denmark_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In CSD Study,,,
Twist,Serbia,2024,Twist_Serbia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Twist,Serbia,2024,Twist_Serbia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Twist,Serbia,2025,Twist_Serbia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Twist ,Serbia,2024,Twist _Serbia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Twist ,Serbia,2025,Twist _Serbia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Utenos,Lithuania,2024,Utenos_Lithuania_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Utenos,Lithuania,2025,Utenos_Lithuania_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Valaisanne,Switzerland,2024,Valaisanne_Switzerland_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Valaisanne,Switzerland,2025,Valaisanne_Switzerland_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Various,Denmark,2024,Various_Denmark_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Various,Denmark,2025,Various_Denmark_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Vichy,Estonia,2024,Vichy_Estonia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Vichy,Estonia,2025,Vichy_Estonia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Vichy,Lithuania,2025,Vichy_Lithuania_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Wainwright,United Kingdom,2024,Wainwright_United Kingdom_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Wainwright,United Kingdom,2025,Wainwright_United Kingdom_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Wernesgruner,Germany,2024,Wernesgruner_Germany_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Wernesgruner,Germany,2025,Wernesgruner_Germany_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
WFSM,China,2023,WFSM_China_2023,FY23 C-BHT,Scaler,Carlsberg Insights Hub,for Q4 only; in Beer study,,,
WFSM,China,2024,WFSM_China_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
WFSM,China,2025,WFSM_China_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In China FY24 study,,,
Wusu,China,2023,Wusu_China_2023,FY23 C-BHT,Lead or Scaler,Carlsberg Insights Hub,for Q4 only; in Beer study,,,
Wusu,China,2024,Wusu_China_2024,FY23 C-BHT,Lead or Scaler,Carlsberg Insights Hub,in China FY23 study; league varies per region,,,
Wusu,China,2025,Wusu_China_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,In China FY24 study,,,
Xirdalan,Azerbaijan,2024,Xirdalan_Azerbaijan_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Xirdalan,Azerbaijan,2025,Xirdalan_Azerbaijan_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Xixia,China,2023,Xixia_China_2023,FY23 C-BHT,Lead,Carlsberg Insights Hub,for Q4 only; in Beer study,,,
Xixia,China,2024,Xixia_China_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
XiXia,China,2025,XiXia_China_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In China FY24 study,,,
YAU,Hong Kong,2024,YAU_Hong Kong_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
YAU,Hong Kong,2025,YAU_Hong Kong_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Zatecky,Bulgaria,2024,Zatecky_Bulgaria_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Zatecky,Bulgaria,2025,Zatecky_Bulgaria_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Zatecky,Poland,2024,Zatecky_Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Zatecky,Poland,2025,Zatecky_Poland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Poland FY24 study,,,
Zingo,Sweden,2024,Zingo_Sweden_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Zingo,Sweden,2025,Zingo_Sweden_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Singapore,2025,Garage_Singapore_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Super Manki,Lithuania,2025,Super Manki_Lithuania_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
